fabricante,modelo,codigo_modelo,url_modelo,href_original,texto_link,params
Hyundai,i30 CW,i30 CW,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Hyundai&modelo=i30 CW,catalogomodelo.asp?fabricante=Hyundai&modelo=i30 CW,i30 CW,"{'fabricante': ['Hyundai'], 'modelo': ['i30 CW']}"
Hyundai,ix35,ix35,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Hyundai&modelo=ix35,catalogomodelo.asp?fabricante=Hyundai&modelo=ix35,ix35,"{'fabricante': ['Hyundai'], 'modelo': ['ix35']}"
Infiniti,FX35,FX35,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Infiniti&modelo=FX35,catalogomodelo.asp?fabricante=Infiniti&modelo=FX35,FX35,"{'fabricante': ['Infiniti'], 'modelo': ['FX35']}"
Infiniti,FX50,FX50,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Infiniti&modelo=FX50,catalogomodelo.asp?fabricante=Infiniti&modelo=FX50,FX50,"{'fabricante': ['Infiniti'], 'modelo': ['FX50']}"
Isuzu,Amigo,Amigo,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Isuzu&modelo=Amigo,catalogomodelo.asp?fabricante=Isuzu&modelo=Amigo,Amigo,"{'fabricante': ['Isuzu'], 'modelo': ['Amigo']}"
Isuzu,Hombre,Hombre,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Isuzu&modelo=Hombre,catalogomodelo.asp?fabricante=Isuzu&modelo=Hombre,Hombre,"{'fabricante': ['Isuzu'], 'modelo': ['Hombre']}"
Isuzu,Pickup,Pickup,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Isuzu&modelo=Pickup,catalogomodelo.asp?fabricante=Isuzu&modelo=Pickup,Pickup,"{'fabricante': ['Isuzu'], 'modelo': ['Pickup']}"
Isuzu,Rodeo,Rodeo,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Isuzu&modelo=Rodeo,catalogomodelo.asp?fabricante=Isuzu&modelo=Rodeo,Rodeo,"{'fabricante': ['Isuzu'], 'modelo': ['Rodeo']}"
Iveco,Daily,Daily,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Iveco&modelo=Daily,catalogomodelo.asp?fabricante=Iveco&modelo=Daily,Daily,"{'fabricante': ['Iveco'], 'modelo': ['Daily']}"
JAC,E-J7,E-J7,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=JAC&modelo=E-J7,catalogomodelo.asp?fabricante=JAC&modelo=E-J7,E-J7,"{'fabricante': ['JAC'], 'modelo': ['E-J7']}"
JAC,E-JP8,E-JP8,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=JAC&modelo=E-JP8,catalogomodelo.asp?fabricante=JAC&modelo=E-JP8,E-JP8,"{'fabricante': ['JAC'], 'modelo': ['E-JP8']}"
JAC,E-JS1,E-JS1,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=JAC&modelo=E-JS1,catalogomodelo.asp?fabricante=JAC&modelo=E-JS1,E-JS1,"{'fabricante': ['JAC'], 'modelo': ['E-JS1']}"
JAC,E-JS4,E-JS4,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=JAC&modelo=E-JS4,catalogomodelo.asp?fabricante=JAC&modelo=E-JS4,E-JS4,"{'fabricante': ['JAC'], 'modelo': ['E-JS4']}"
JAC,E-JT3.5,E-JT3.5,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=JAC&modelo=E-JT3.5,catalogomodelo.asp?fabricante=JAC&modelo=E-JT3.5,E-JT3.5,"{'fabricante': ['JAC'], 'modelo': ['E-JT3.5']}"
JAC,E-JV12,E-JV12,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=JAC&modelo=E-JV12,catalogomodelo.asp?fabricante=JAC&modelo=E-JV12,E-JV12,"{'fabricante': ['JAC'], 'modelo': ['E-JV12']}"
JAC,E-JV5.5,E-JV5.5,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=JAC&modelo=E-JV5.5,catalogomodelo.asp?fabricante=JAC&modelo=E-JV5.5,E-JV5.5,"{'fabricante': ['JAC'], 'modelo': ['E-JV5.5']}"
JAC,E-JV7L,E-JV7L,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=JAC&modelo=E-JV7L,catalogomodelo.asp?fabricante=JAC&modelo=E-JV7L,E-JV7L,"{'fabricante': ['JAC'], 'modelo': ['E-JV7L']}"
JAC,E-JVCC,E-JVCC,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=JAC&modelo=E-JVCC,catalogomodelo.asp?fabricante=JAC&modelo=E-JVCC,E-JVCC,"{'fabricante': ['JAC'], 'modelo': ['E-JVCC']}"
JAC,Hunter,Hunter,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=JAC&modelo=Hunter,catalogomodelo.asp?fabricante=JAC&modelo=Hunter,Hunter,"{'fabricante': ['JAC'], 'modelo': ['Hunter']}"
JAC,J2,J2,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=JAC&modelo=J2,catalogomodelo.asp?fabricante=JAC&modelo=J2,J2,"{'fabricante': ['JAC'], 'modelo': ['J2']}"
JAC,J3,J3,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=JAC&modelo=J3,catalogomodelo.asp?fabricante=JAC&modelo=J3,J3,"{'fabricante': ['JAC'], 'modelo': ['J3']}"
JAC,J3 Turin,J3 Turin,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=JAC&modelo=J3 Turin,catalogomodelo.asp?fabricante=JAC&modelo=J3 Turin,J3 Turin,"{'fabricante': ['JAC'], 'modelo': ['J3 Turin']}"
JAC,J5,J5,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=JAC&modelo=J5,catalogomodelo.asp?fabricante=JAC&modelo=J5,J5,"{'fabricante': ['JAC'], 'modelo': ['J5']}"
JAC,J6,J6,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=JAC&modelo=J6,catalogomodelo.asp?fabricante=JAC&modelo=J6,J6,"{'fabricante': ['JAC'], 'modelo': ['J6']}"
JAC,T40,T40,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=JAC&modelo=T40,catalogomodelo.asp?fabricante=JAC&modelo=T40,T40,"{'fabricante': ['JAC'], 'modelo': ['T40']}"
JAC,T5,T5,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=JAC&modelo=T5,catalogomodelo.asp?fabricante=JAC&modelo=T5,T5,"{'fabricante': ['JAC'], 'modelo': ['T5']}"
JAC,T50,T50,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=JAC&modelo=T50,catalogomodelo.asp?fabricante=JAC&modelo=T50,T50,"{'fabricante': ['JAC'], 'modelo': ['T50']}"
JAC,T6,T6,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=JAC&modelo=T6,catalogomodelo.asp?fabricante=JAC&modelo=T6,T6,"{'fabricante': ['JAC'], 'modelo': ['T6']}"
JAC,T60,T60,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=JAC&modelo=T60,catalogomodelo.asp?fabricante=JAC&modelo=T60,T60,"{'fabricante': ['JAC'], 'modelo': ['T60']}"
JAC,T8,T8,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=JAC&modelo=T8,catalogomodelo.asp?fabricante=JAC&modelo=T8,T8,"{'fabricante': ['JAC'], 'modelo': ['T8']}"
JAC,T80,T80,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=JAC&modelo=T80,catalogomodelo.asp?fabricante=JAC&modelo=T80,T80,"{'fabricante': ['JAC'], 'modelo': ['T80']}"
JAC,V260,V260,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=JAC&modelo=V260,catalogomodelo.asp?fabricante=JAC&modelo=V260,V260,"{'fabricante': ['JAC'], 'modelo': ['V260']}"
JAC,iEV20,iEV20,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=JAC&modelo=iEV20,catalogomodelo.asp?fabricante=JAC&modelo=iEV20,iEV20,"{'fabricante': ['JAC'], 'modelo': ['iEV20']}"
JAC,iEV330P,iEV330P,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=JAC&modelo=iEV330P,catalogomodelo.asp?fabricante=JAC&modelo=iEV330P,iEV330P,"{'fabricante': ['JAC'], 'modelo': ['iEV330P']}"
JAC,iEV40,iEV40,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=JAC&modelo=iEV40,catalogomodelo.asp?fabricante=JAC&modelo=iEV40,iEV40,"{'fabricante': ['JAC'], 'modelo': ['iEV40']}"
JAC,iEV60,iEV60,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=JAC&modelo=iEV60,catalogomodelo.asp?fabricante=JAC&modelo=iEV60,iEV60,"{'fabricante': ['JAC'], 'modelo': ['iEV60']}"
JAC,iEV750V,iEV750V,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=JAC&modelo=iEV750V,catalogomodelo.asp?fabricante=JAC&modelo=iEV750V,iEV750V,"{'fabricante': ['JAC'], 'modelo': ['iEV750V']}"
JMEV,Emova Easy,Emova Easy,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=JMEV&modelo=Emova Easy,catalogomodelo.asp?fabricante=JMEV&modelo=Emova Easy,Emova Easy,"{'fabricante': ['JMEV'], 'modelo': ['Emova Easy']}"
JMEV,Emova Urban,Emova Urban,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=JMEV&modelo=Emova Urban,catalogomodelo.asp?fabricante=JMEV&modelo=Emova Urban,Emova Urban,"{'fabricante': ['JMEV'], 'modelo': ['Emova Urban']}"
JPX,Montez,Montez,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=JPX&modelo=Montez,catalogomodelo.asp?fabricante=JPX&modelo=Montez,Montez,"{'fabricante': ['JPX'], 'modelo': ['Montez']}"
Jaecoo,Jaecoo 5,Jaecoo 5,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Jaecoo&modelo=Jaecoo 5,catalogomodelo.asp?fabricante=Jaecoo&modelo=Jaecoo 5,Jaecoo 5,"{'fabricante': ['Jaecoo'], 'modelo': ['Jaecoo 5']}"
Jaecoo,Jaecoo 7,Jaecoo 7,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Jaecoo&modelo=Jaecoo 7,catalogomodelo.asp?fabricante=Jaecoo&modelo=Jaecoo 7,Jaecoo 7,"{'fabricante': ['Jaecoo'], 'modelo': ['Jaecoo 7']}"
Jaecoo,Jaecoo 8,Jaecoo 8,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Jaecoo&modelo=Jaecoo 8,catalogomodelo.asp?fabricante=Jaecoo&modelo=Jaecoo 8,Jaecoo 8,"{'fabricante': ['Jaecoo'], 'modelo': ['Jaecoo 8']}"
Jaguar,E-Pace,E-Pace,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Jaguar&modelo=E-Pace,catalogomodelo.asp?fabricante=Jaguar&modelo=E-Pace,E-Pace,"{'fabricante': ['Jaguar'], 'modelo': ['E-Pace']}"
Jaguar,F-Pace,F-Pace,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Jaguar&modelo=F-Pace,catalogomodelo.asp?fabricante=Jaguar&modelo=F-Pace,F-Pace,"{'fabricante': ['Jaguar'], 'modelo': ['F-Pace']}"
Jaguar,F-Type,F-Type,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Jaguar&modelo=F-Type,catalogomodelo.asp?fabricante=Jaguar&modelo=F-Type,F-Type,"{'fabricante': ['Jaguar'], 'modelo': ['F-Type']}"
Jaguar,F-Type Roadster,F-Type Roadster,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Jaguar&modelo=F-Type Roadster,catalogomodelo.asp?fabricante=Jaguar&modelo=F-Type Roadster,F-Type Roadster,"{'fabricante': ['Jaguar'], 'modelo': ['F-Type Roadster']}"
Jaguar,I-Pace,I-Pace,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Jaguar&modelo=I-Pace,catalogomodelo.asp?fabricante=Jaguar&modelo=I-Pace,I-Pace,"{'fabricante': ['Jaguar'], 'modelo': ['I-Pace']}"
Jaguar,S-Type,S-Type,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Jaguar&modelo=S-Type,catalogomodelo.asp?fabricante=Jaguar&modelo=S-Type,S-Type,"{'fabricante': ['Jaguar'], 'modelo': ['S-Type']}"
Jaguar,X-Type,X-Type,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Jaguar&modelo=X-Type,catalogomodelo.asp?fabricante=Jaguar&modelo=X-Type,X-Type,"{'fabricante': ['Jaguar'], 'modelo': ['X-Type']}"
Jaguar,X-Type Estate,X-Type Estate,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Jaguar&modelo=X-Type Estate,catalogomodelo.asp?fabricante=Jaguar&modelo=X-Type Estate,X-Type Estate,"{'fabricante': ['Jaguar'], 'modelo': ['X-Type Estate']}"
Jaguar,XE,XE,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Jaguar&modelo=XE,catalogomodelo.asp?fabricante=Jaguar&modelo=XE,XE,"{'fabricante': ['Jaguar'], 'modelo': ['XE']}"
Jaguar,XF,XF,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Jaguar&modelo=XF,catalogomodelo.asp?fabricante=Jaguar&modelo=XF,XF,"{'fabricante': ['Jaguar'], 'modelo': ['XF']}"
Jaguar,XJ,XJ,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Jaguar&modelo=XJ,catalogomodelo.asp?fabricante=Jaguar&modelo=XJ,XJ,"{'fabricante': ['Jaguar'], 'modelo': ['XJ']}"
Jaguar,XJ12,XJ12,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Jaguar&modelo=XJ12,catalogomodelo.asp?fabricante=Jaguar&modelo=XJ12,XJ12,"{'fabricante': ['Jaguar'], 'modelo': ['XJ12']}"
Jaguar,XJ220,XJ220,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Jaguar&modelo=XJ220,catalogomodelo.asp?fabricante=Jaguar&modelo=XJ220,XJ220,"{'fabricante': ['Jaguar'], 'modelo': ['XJ220']}"
Jaguar,XJ6,XJ6,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Jaguar&modelo=XJ6,catalogomodelo.asp?fabricante=Jaguar&modelo=XJ6,XJ6,"{'fabricante': ['Jaguar'], 'modelo': ['XJ6']}"
Jaguar,XJ8,XJ8,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Jaguar&modelo=XJ8,catalogomodelo.asp?fabricante=Jaguar&modelo=XJ8,XJ8,"{'fabricante': ['Jaguar'], 'modelo': ['XJ8']}"
Jaguar,XK,XK,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Jaguar&modelo=XK,catalogomodelo.asp?fabricante=Jaguar&modelo=XK,XK,"{'fabricante': ['Jaguar'], 'modelo': ['XK']}"
Jeep,Avenger,Avenger,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Jeep&modelo=Avenger,catalogomodelo.asp?fabricante=Jeep&modelo=Avenger,Avenger,"{'fabricante': ['Jeep'], 'modelo': ['Avenger']}"
Jeep,Cherokee,Cherokee,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Jeep&modelo=Cherokee,catalogomodelo.asp?fabricante=Jeep&modelo=Cherokee,Cherokee,"{'fabricante': ['Jeep'], 'modelo': ['Cherokee']}"
Jeep,Commander,Commander,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Jeep&modelo=Commander,catalogomodelo.asp?fabricante=Jeep&modelo=Commander,Commander,"{'fabricante': ['Jeep'], 'modelo': ['Commander']}"
Jeep,Compass,Compass,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Jeep&modelo=Compass,catalogomodelo.asp?fabricante=Jeep&modelo=Compass,Compass,"{'fabricante': ['Jeep'], 'modelo': ['Compass']}"
Jeep,Gladiator,Gladiator,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Jeep&modelo=Gladiator,catalogomodelo.asp?fabricante=Jeep&modelo=Gladiator,Gladiator,"{'fabricante': ['Jeep'], 'modelo': ['Gladiator']}"
Jeep,Grand Cherokee,Grand Cherokee,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Jeep&modelo=Grand Cherokee,catalogomodelo.asp?fabricante=Jeep&modelo=Grand Cherokee,Grand Cherokee,"{'fabricante': ['Jeep'], 'modelo': ['Grand Cherokee']}"
Jeep,Renegade,Renegade,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Jeep&modelo=Renegade,catalogomodelo.asp?fabricante=Jeep&modelo=Renegade,Renegade,"{'fabricante': ['Jeep'], 'modelo': ['Renegade']}"
Jeep,Wrangler,Wrangler,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Jeep&modelo=Wrangler,catalogomodelo.asp?fabricante=Jeep&modelo=Wrangler,Wrangler,"{'fabricante': ['Jeep'], 'modelo': ['Wrangler']}"
Jetour,G700,G700,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Jetour&modelo=G700,catalogomodelo.asp?fabricante=Jetour&modelo=G700,G700,"{'fabricante': ['Jetour'], 'modelo': ['G700']}"
Jetour,S06,S06,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Jetour&modelo=S06,catalogomodelo.asp?fabricante=Jetour&modelo=S06,S06,"{'fabricante': ['Jetour'], 'modelo': ['S06']}"
Jetour,T1,T1,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Jetour&modelo=T1,catalogomodelo.asp?fabricante=Jetour&modelo=T1,T1,"{'fabricante': ['Jetour'], 'modelo': ['T1']}"
Jetour,T2,T2,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Jetour&modelo=T2,catalogomodelo.asp?fabricante=Jetour&modelo=T2,T2,"{'fabricante': ['Jetour'], 'modelo': ['T2']}"
Jinbei,Topic,Topic,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Jinbei&modelo=Topic,catalogomodelo.asp?fabricante=Jinbei&modelo=Topic,Topic,"{'fabricante': ['Jinbei'], 'modelo': ['Topic']}"
KTM,X-Bow,X-Bow,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=KTM&modelo=X-Bow,catalogomodelo.asp?fabricante=KTM&modelo=X-Bow,X-Bow,"{'fabricante': ['KTM'], 'modelo': ['X-Bow']}"
Kia,Besta,Besta,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Kia&modelo=Besta,catalogomodelo.asp?fabricante=Kia&modelo=Besta,Besta,"{'fabricante': ['Kia'], 'modelo': ['Besta']}"
Kia,Bongo,Bongo,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Kia&modelo=Bongo,catalogomodelo.asp?fabricante=Kia&modelo=Bongo,Bongo,"{'fabricante': ['Kia'], 'modelo': ['Bongo']}"
Kia,Cadenza,Cadenza,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Kia&modelo=Cadenza,catalogomodelo.asp?fabricante=Kia&modelo=Cadenza,Cadenza,"{'fabricante': ['Kia'], 'modelo': ['Cadenza']}"
Kia,Carens,Carens,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Kia&modelo=Carens,catalogomodelo.asp?fabricante=Kia&modelo=Carens,Carens,"{'fabricante': ['Kia'], 'modelo': ['Carens']}"
Kia,Carnival,Carnival,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Kia&modelo=Carnival,catalogomodelo.asp?fabricante=Kia&modelo=Carnival,Carnival,"{'fabricante': ['Kia'], 'modelo': ['Carnival']}"
Kia,Cerato,Cerato,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Kia&modelo=Cerato,catalogomodelo.asp?fabricante=Kia&modelo=Cerato,Cerato,"{'fabricante': ['Kia'], 'modelo': ['Cerato']}"
Kia,Ceres,Ceres,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Kia&modelo=Ceres,catalogomodelo.asp?fabricante=Kia&modelo=Ceres,Ceres,"{'fabricante': ['Kia'], 'modelo': ['Ceres']}"
Kia,Clarus,Clarus,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Kia&modelo=Clarus,catalogomodelo.asp?fabricante=Kia&modelo=Clarus,Clarus,"{'fabricante': ['Kia'], 'modelo': ['Clarus']}"
Kia,Clarus Wagon,Clarus Wagon,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Kia&modelo=Clarus Wagon,catalogomodelo.asp?fabricante=Kia&modelo=Clarus Wagon,Clarus Wagon,"{'fabricante': ['Kia'], 'modelo': ['Clarus Wagon']}"
Kia,EV3,EV3,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Kia&modelo=EV3,catalogomodelo.asp?fabricante=Kia&modelo=EV3,EV3,"{'fabricante': ['Kia'], 'modelo': ['EV3']}"
Kia,EV5,EV5,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Kia&modelo=EV5,catalogomodelo.asp?fabricante=Kia&modelo=EV5,EV5,"{'fabricante': ['Kia'], 'modelo': ['EV5']}"
Kia,EV9,EV9,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Kia&modelo=EV9,catalogomodelo.asp?fabricante=Kia&modelo=EV9,EV9,"{'fabricante': ['Kia'], 'modelo': ['EV9']}"
Kia,K4,K4,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Kia&modelo=K4,catalogomodelo.asp?fabricante=Kia&modelo=K4,K4,"{'fabricante': ['Kia'], 'modelo': ['K4']}"
Kia,Koup,Koup,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Kia&modelo=Koup,catalogomodelo.asp?fabricante=Kia&modelo=Koup,Koup,"{'fabricante': ['Kia'], 'modelo': ['Koup']}"
Kia,Magentis,Magentis,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Kia&modelo=Magentis,catalogomodelo.asp?fabricante=Kia&modelo=Magentis,Magentis,"{'fabricante': ['Kia'], 'modelo': ['Magentis']}"
Kia,Mohave,Mohave,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Kia&modelo=Mohave,catalogomodelo.asp?fabricante=Kia&modelo=Mohave,Mohave,"{'fabricante': ['Kia'], 'modelo': ['Mohave']}"
Kia,Niro,Niro,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Kia&modelo=Niro,catalogomodelo.asp?fabricante=Kia&modelo=Niro,Niro,"{'fabricante': ['Kia'], 'modelo': ['Niro']}"
Kia,Opirus,Opirus,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Kia&modelo=Opirus,catalogomodelo.asp?fabricante=Kia&modelo=Opirus,Opirus,"{'fabricante': ['Kia'], 'modelo': ['Opirus']}"
Kia,Optima,Optima,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Kia&modelo=Optima,catalogomodelo.asp?fabricante=Kia&modelo=Optima,Optima,"{'fabricante': ['Kia'], 'modelo': ['Optima']}"
Kia,Picanto,Picanto,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Kia&modelo=Picanto,catalogomodelo.asp?fabricante=Kia&modelo=Picanto,Picanto,"{'fabricante': ['Kia'], 'modelo': ['Picanto']}"
Kia,Quoris,Quoris,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Kia&modelo=Quoris,catalogomodelo.asp?fabricante=Kia&modelo=Quoris,Quoris,"{'fabricante': ['Kia'], 'modelo': ['Quoris']}"
Kia,Rio,Rio,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Kia&modelo=Rio,catalogomodelo.asp?fabricante=Kia&modelo=Rio,Rio,"{'fabricante': ['Kia'], 'modelo': ['Rio']}"
Kia,Sephia,Sephia,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Kia&modelo=Sephia,catalogomodelo.asp?fabricante=Kia&modelo=Sephia,Sephia,"{'fabricante': ['Kia'], 'modelo': ['Sephia']}"
Kia,Shuma,Shuma,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Kia&modelo=Shuma,catalogomodelo.asp?fabricante=Kia&modelo=Shuma,Shuma,"{'fabricante': ['Kia'], 'modelo': ['Shuma']}"
Kia,Sorento,Sorento,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Kia&modelo=Sorento,catalogomodelo.asp?fabricante=Kia&modelo=Sorento,Sorento,"{'fabricante': ['Kia'], 'modelo': ['Sorento']}"
Kia,Soul,Soul,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Kia&modelo=Soul,catalogomodelo.asp?fabricante=Kia&modelo=Soul,Soul,"{'fabricante': ['Kia'], 'modelo': ['Soul']}"
Kia,Sportage,Sportage,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Kia&modelo=Sportage,catalogomodelo.asp?fabricante=Kia&modelo=Sportage,Sportage,"{'fabricante': ['Kia'], 'modelo': ['Sportage']}"
Kia,Stinger,Stinger,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Kia&modelo=Stinger,catalogomodelo.asp?fabricante=Kia&modelo=Stinger,Stinger,"{'fabricante': ['Kia'], 'modelo': ['Stinger']}"
Kia,Stonic,Stonic,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Kia&modelo=Stonic,catalogomodelo.asp?fabricante=Kia&modelo=Stonic,Stonic,"{'fabricante': ['Kia'], 'modelo': ['Stonic']}"
Kia,Tasman,Tasman,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Kia&modelo=Tasman,catalogomodelo.asp?fabricante=Kia&modelo=Tasman,Tasman,"{'fabricante': ['Kia'], 'modelo': ['Tasman']}"
Koenigsegg,Agera,Agera,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Koenigsegg&modelo=Agera,catalogomodelo.asp?fabricante=Koenigsegg&modelo=Agera,Agera,"{'fabricante': ['Koenigsegg'], 'modelo': ['Agera']}"
Koenigsegg,CCR,CCR,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Koenigsegg&modelo=CCR,catalogomodelo.asp?fabricante=Koenigsegg&modelo=CCR,CCR,"{'fabricante': ['Koenigsegg'], 'modelo': ['CCR']}"
Koenigsegg,CCX,CCX,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Koenigsegg&modelo=CCX,catalogomodelo.asp?fabricante=Koenigsegg&modelo=CCX,CCX,"{'fabricante': ['Koenigsegg'], 'modelo': ['CCX']}"
Koenigsegg,Gemera,Gemera,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Koenigsegg&modelo=Gemera,catalogomodelo.asp?fabricante=Koenigsegg&modelo=Gemera,Gemera,"{'fabricante': ['Koenigsegg'], 'modelo': ['Gemera']}"
Koenigsegg,Jesko,Jesko,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Koenigsegg&modelo=Jesko,catalogomodelo.asp?fabricante=Koenigsegg&modelo=Jesko,Jesko,"{'fabricante': ['Koenigsegg'], 'modelo': ['Jesko']}"
Koenigsegg,One:1,One:1,https://www.carrosnaweb.com.br/catalogomodelo.asp?fabricante=Koenigsegg&modelo=One:1,catalogomodelo.asp?fabricante=Koenigsegg&modelo=One:1,One:1,"{'fabricante': ['Koenigsegg'], 'modelo': ['One:1']}"
